TSid,createdBy,dataSetName,siteName,countryOcean,lat,lon,elevation,pub1_year,pub1_authors,pub1_title,pub1_journal,pub1_pages,pub1_issue,pub1_volume,pub1_doi,pub2_doi,originalDataUrl,neotomaDatasetId,archiveType,proxyGeneral,proxy,proxyDetail,calibration_method,calibration_seasonality,paleoDataNotes,variableName,units,datum,climateVariable,climateVariableDetail,seasonality,seasonGeneral,meanHoloceneValue,direction,minYear,maxYear,medianHoloceneResolution,agesPerKyr,otherAgesPerKyr,inThisCompilation,QC Certification,QC comments,link to lipdverse,changelogNotes
OLS_RKvXdow2D0X,http://github.com/nickmckay/oxfordLakeStatus2Lipd,WhitneysGulch.Lamb.1980,WhitneysGulch,North America>Canada>Quebec,51.52,-57.3,98,,"Lamb, H.F., U. Eicher and V.R. Switsur.","An 18,000-year record of vegetational, lake-level and climatic change from the Middle Atlas,Morocco. Journal of Biogeography (submitted).",,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1.6,negative,494.5,12333.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/WhitneysGulch.Lamb.1980.html,
OLS_Rnp35KKbNIN,http://github.com/nickmckay/oxfordLakeStatus2Lipd,WielkeGacno.HjelmroosEricsson.1982,WielkeGacno,Europe>Eastern Europe>Poland,53.73,17.2,130,1982,"Hjelmroos-Ericsson, M","Holocene Development of Lake Wielke Gacno Area,Northwestern Poland. Ph.D. thesis, University of Lund, 101pp.",,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,2,negative,494.5,13383.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/WielkeGacno.HjelmroosEricsson.1982.html,
OLS_RzEmio4JrEJ,http://github.com/nickmckay/oxfordLakeStatus2Lipd,Wintergreen.Manny.1978,Wintergreen,North America>United States Of America>Michigan,42.4,-85.38,271,1978,"Manny, B.A., R.G. Wetzel and R.E. Bailey,","Paleolimnological sedimentation of organic carbon, nitrogen, phosphorus, fossil pigments, pollen, and diatoms in a hypereutrophic hardwater lake : Acase history of eutrophication. Polskie",,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,2.2,negative,494.5,16293.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/Wintergreen.Manny.1978.html,
GH66374774,matlab,Wolverine.Mann.2002,Wolverine Lake,North America>United States Of America>Alaska,67.098,-158.914,52,2002,"Mann, D.H","Holocene history of the Great Kobuk Sand Dunes, Northwestern Alaska",Quaternary Science Reviews,709-731,6-Apr,21,10.1016/S0277-3791(01)00120-2,,https://www.ncei.noaa.gov/access/paleo-search/study/23070,,LakeSediment,biophysical,MAR,mass accumulation rate,,,FEB,MAR,g/cm2/yr,abs,P-E,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,0.017214912,negative,23.794,7407.4,27.325,2.844138758,0.270870358,TRUE,CR,Suspicious anomaly in MAR record,http://lipdverse.org/HoloceneHydroclimate/0_4_0/Wolverine.Mann.2002.html,
WEBd3eaa693,holoXL2lipd,Wonderkrater.Truc.2013,Wonderkrater,Africa>Southern Africa>South Africa,-24.4391,28.7507,1110,2013,"Truc, Lo c; Chevalier, Manuel; Favier, Charly; Cheddadi, Rachid; Meadows, Michael E.; Scott, Louis; Carr, Andrew S.; Smith, Gideon F.; Chase, Brian M.","Quantification of climate change for the last 20,000 years from Wonderkrater, South Africa: Implications for the long-term dynamics of the Intertropical Convergence Zone","Palaeogeography, Palaeoclimatology, Palaeoecology",575 587,,386,10.1016/j.palaeo.2013.06.024,10.1016/S1040-6182(98)00062-7,https://www.ncei.noaa.gov/access/paleo-search/study/13155,not in Neotoma,Peat,pollen,pollen,pollen PCA,,,"""Although PC2 values between Wonderkrater and Tswaing are therefore not translatable to absolute precipitation values, they nevertheless seem to reflect parallel moisture trends in both sequences, e.g., an early Holocene dry phase and a general upward trend during the middle and late Holocene (Fig. 3A). As previous estimates for Tswaing were largely intuitional (Scott, 1999a,b), this is the best pollen-based moisture index available now""",PCA2,unitless,anom,P-E,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,-0.5649,positive,338,20035,258,0.943234437,0.085748585,TRUE,CH,,http://lipdverse.org/Temp12k/1_0_2/Wonderkrater.Truc.2013.html,
NAm2kHydro106,matlab,Wulun.Chen.2008,Wulun,Asia>Eastern Asia>China,47.2,87.29,478.6,2008,"Chen, Fahu; Yu, Zicheng; Yang, Meilin; Ito, Emi; Wang, Sumin; Madsen, David B.; Huang, Xiaozhong; Zhao, Yan; Sato, Tomonori; John B. Birks, H.; Boomer, Ian; Chen, Jianhui; An, Chengbang; W _nnemann, Bernd",Holocene moisture evolution in arid central Asia and its out-of-phase relationship with Asian monsoon history,Quaternary Science Reviews,351 364,3,27,10.1016/j.quascirev.2007.10.017,,https://doi.org/10.25921/bnxb-1n90,,LakeSediment,hybrid,hybrid,"pollen, diatom, ostracod",,,"Composited into a relative moisture index by Wang et al., 2008",Moisture_index,unitless,anom,P-E,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,2.588541667,positive,0,9550,50,0,0,TRUE,SHA,"Added proxyGeneral; original publication: Yang Xiangdong, Wang Sumin. The vegetational and climatic-environmental changes in Hulun Lake and Wulungu Lake during Holocene Oceanologia et Limnologia Sinica. 1996 ;27(1):67-72.",http://lipdverse.org/HoloceneHydroclimate/0_4_0/Wulun.Chen.2008.html,
S2LRljclseoP6S,sisal2lipd,Xianglongcave.Tan.2018,Xianglong cave,Asia>Eastern Asia>China,33,106.33,940,2018,,,,,,,10.1016/j.epsl.2017.11.044,,https://doi.org/10.17864/1947.256,,Speleothem,isotope,d18O,aragonite,,,"""we interpret our stalagmite δ18O record here as an indicator of EASM intensity on orbital- to suborbital-timescales, but on centennial- to decadal- timescales the monsoon precipitation amount in the upper Han- jiang River region...The observed positive correlation between the stalagmite δ18O and δ13C values confirm our interpretation of δ18O as a rainfall index in this region on short timescales."" (Tan et al., 2018)",d18OComposite,permil,,P,monsoon@surface,"6,7,8,9,10",summerOnly,-7.00017991,negative,653,6651,8,0,0,TRUE,CH,"""A spliced XL δ18O record covering the middle-late Holocene is then constructed by using XL16 and XL26 records, together with a previously published modern sta- lagmite, XL21 record (Tan et al., 2015b). The composite XL δ18O record includes original XL21 record from −59 to 38 year BP, orig- inal XL16 record from 653 to 3331 yr BP, and the adjusted XL26 record (+0.5h) from 3339 to 6651 yr BP",http://lipdverse.org/HoloceneHydroclimate/0_4_0/Xianglongcave.Tan.2018.html,
S2LR3sFUdg8g4z,sisal2lipd,Xiaobailongcave.Cai.2015,Xiaobailong cave,Asia>Eastern Asia>China,24.2,103.36,1500,2015,,,,,,,10.1073/pnas.1424035112,,https://doi.org/10.17864/1947.256,,Speleothem,isotope,d18O,calcite,,,"Amount effect: ""We therefore conclude that XBL δ18Oc serves as a proxy of Indian Monsoon strength, defined as the intensity of rainfall over both the Bay of Bengal and the Monsoon Zone...A Speleothem δ18O record from Xiaobailong cave in southwest China characterizes changes in summer monsoon precipitation"" (Cai et al., 2015)",d18OComposite,permil,,P,monsoon@surface,"6,7,8",summerOnly,-13.37535714,negative,5340,251960,30,0,0,TRUE,CH,"""We combined the different stalagmite records by interpolating each to 10 yr resolution and averaging to produce the XBL composite record"" (Cai et al., 2015)",http://lipdverse.org/HoloceneHydroclimate/0_4_0/Xiaobailongcave.Cai.2015.html,
WEBbed2c631,lipd.net,XinguRia.Bertassoli.2019,XC-03,South America>Brazil,-1.709,-52.28,0,2019,"Bertassoli, D. J.",Spatiotemporal Variations of Riverine Discharge Within the Amazon Basin During the Late Holocene Coincide With Extratropical Temperature Anomalies,Geophysical Research Letters,9013-9022,15,46,10.1029/2019GL082936,,https://doi.org/10.1594/PANGAEA.906264,,FluvialSediment,isotope,dDwax,isotope,dDwax,C31 n-alkane,""" Hence, weinterpret theδDC29‐31record from XC‐03 to representδD variations ofregional meteoric water, which are mainly controlled by the precipitationamount in the Amazon lowlands...The XC‐03δDC29‐31record suggests that eastern Amazonia (i.e., theAmazon lowlands) experienced a decrease in precipitation throughoutthe late Holocene """,C29-C31 δD,permil SMOW,,P,runoffamount@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,-158.0335657,negative,338.3,4013.8,122.4,0,0,TRUE,CH,,http://lipdverse.org/HoloceneHydroclimate/0_4_0/XinguRia.Bertassoli.2019.html,
S2LR4OJ4DeyWph,sisal2lipd,Xinyacave.T..2007,Xinya cave,Asia>Eastern Asia>China,30.75,109.47,1250,2007,,,,,,,10.1007/s11430-007-0059-z,10.1016/j.quaint.2017.06.075,https://doi.org/10.17864/1947.256,,Speleothem,isotope,d18O,calcite,,,"""In summary, the d18O record of XY07-8 compared reasonably well with the rainfall and DWI records of Yichang, indicating that the d18O reflects mainly “amount effect” on annual-to-decadal scales...confirm the d18O record as a monsoonal rainfall proxy...we interpret the stalagmite d18O record on millennium or longer scales as 'monsoon intensity', and on annual-to-decadal scales as 'rainfall index'""(Li et al., 2017)",d18O,permil,,P,monsoon@surface,"5,6,7,8,9",summerOnly,-7.052376625,negative,-55.45692246,3944.466323,3.234471529,0,0,TRUE,CH,,http://lipdverse.org/HoloceneHydroclimate/0_4_0/Xinyacave.T..2007.html,
LPD016736e6,matlab,Yakumo.Leipe.2013,Yakumo,Asia>Eastern Asia>Japan,42.28,140.26,7,2013,"Leipe, Christian; Kito, Norio; Sakaguchi, Yumi; Tarasov, Pavel E.","Vegetation and climate history of northern Japan inferred from the 5500-year pollen record from the Oshima Peninsula, SW Hokkaido",Quaternary International,151 163,,290-291,10.1016/j.quaint.2012.07.014,,https://doi.org/10.1594/PANGAEA.785354,not in Neotoma,Peat,pollen,pollen,assemblage,MAT,,"Precipitation, Apr-Sep",precipitation,mm/season,abs,P,precipitation@surface,"4,5,6,7,8,9",summer+,709.8947368,positive,40,5506,100,0,0,TRUE,CH,"The age model is based on four radiocarbon dates (Kito and Takimoto, 1999), which were converted to calendar years before present (cal BP) using Calib 3.0 (Stuiver and Reimer, 1993), as well as on the two prominent tephra layers of known age (Katsui et al., 1975; Hayakawa and Koyama, 1998) found in the upper part of the peat section. ( Leipe et al, 2013)",http://lipdverse.org/HoloceneHydroclimate/0_4_0/Yakumo.Leipe.2013.html,
LPD55404d27,matlab,Yakumo.Leipe.2013,Yakumo,Asia>Eastern Asia>Japan,42.28,140.26,7,2013,"Leipe, Christian; Kito, Norio; Sakaguchi, Yumi; Tarasov, Pavel E.","Vegetation and climate history of northern Japan inferred from the 5500-year pollen record from the Oshima Peninsula, SW Hokkaido",Quaternary International,151 163,,290-291,10.1016/j.quaint.2012.07.014,,https://doi.org/10.1594/PANGAEA.785354,not in Neotoma,Peat,pollen,pollen,assemblage,MAT,,"Precipitation, Oct-Mar",precipitation,mm/season,abs,P,precipitation@surface,"10,11,12,1,2,3",winter+,475.0526316,positive,40,5506,100,0,0,TRUE,CH,"The age model is based on four radiocarbon dates (Kito and Takimoto, 1999), which were converted to calendar years before present (cal BP) using Calib 3.0 (Stuiver and Reimer, 1993), as well as on the two prominent tephra layers of known age (Katsui et al., 1975; Hayakawa and Koyama, 1998) found in the upper part of the peat section. ( Leipe et al, 2013)",http://lipdverse.org/HoloceneHydroclimate/0_4_0/Yakumo.Leipe.2013.html,
LPD72217804,matlab,Yakumo.Leipe.2013,Yakumo,Asia>Eastern Asia>Japan,42.28,140.26,7,2013,"Leipe, Christian; Kito, Norio; Sakaguchi, Yumi; Tarasov, Pavel E.","Vegetation and climate history of northern Japan inferred from the 5500-year pollen record from the Oshima Peninsula, SW Hokkaido",Quaternary International,151 163,,290-291,10.1016/j.quaint.2012.07.014,,https://doi.org/10.1594/PANGAEA.785354,not in Neotoma,Peat,pollen,pollen,assemblage,MAT,,"Precipitation, annual mean",precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1184.947368,positive,40,5506,100,0,0,TRUE,CH,"The age model is based on four radiocarbon dates (Kito and Takimoto, 1999), which were converted to calendar years before present (cal BP) using Calib 3.0 (Stuiver and Reimer, 1993), as well as on the two prominent tephra layers of known age (Katsui et al., 1975; Hayakawa and Koyama, 1998) found in the upper part of the peat section. ( Leipe et al, 2013)",http://lipdverse.org/HoloceneHydroclimate/0_4_0/Yakumo.Leipe.2013.html,
S2LRaRE1m5yKLj,sisal2lipd,Yamencave.Yang.2010,Yamen cave,Asia>Eastern Asia>China,25.4833,107.9,570,2010,,,,,,,10.1007/s11430-010-0025-z,,https://doi.org/10.17864/1947.256,,Speleothem,isotope,d18O,calcite,,,"""record of the Asian Summer Monsoon (ASM) ...We follow others in interpreting a negative shift in δ18O as a shift toward a general stronger summer monsoon and vice versa"" (Yang et al., 2010)",d18O,permil,,P,monsoon@surface,"6,7,8",summerOnly,-8.787048055,negative,7322,16319,5,0,0,TRUE,CH,Site covered by Gunung-budacavesnailshellcave.Partin.2007 composite.,http://lipdverse.org/HoloceneHydroclimate/0_4_0/Yamencave.Yang.2010.html,
GH95c4057f,matlab,YellowLake.Anderson.2012,Yellow Lake,North America>United States Of America>Colorado,39.652,-107.345,3170,2012,"Anderson, Lesleigh","Rocky Mountain hydroclimate: Holocene variability and the role of insolation, ENSO, and the North American Monsoon",Global and Planetary Change,198-208,,92-93,10.1016/j.gloplacha.2012.05.012,,https://www.ncei.noaa.gov/access/paleo-search/study/13120,,LakeSediment,isotope,d18O,bulk sediment,,,,d18O,permil,abs,P-E,lake@surface,"12,1,2",winterOnly,-13.275109,negative,-56,8154.589,27.337,1.096145478,0.121793942,TRUE,CR,"Winter drought, but also winter/summer precipitation balance.",http://lipdverse.org/HoloceneHydroclimate/0_4_0/YellowLake.Anderson.2012.html,
OLS_R14ZgdIg3vP,http://github.com/nickmckay/oxfordLakeStatus2Lipd,Zeribar.Van.1963,Zeribar,Asia>Southcentral Asia>Iran,35.53,46.12,1300,1963,"Hutchinson, G.E. and U.M. Cowgill","Chemical examination of a core from Lake Zeribar, Iran. Science 140 : 67-69.",,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1.9,negative,494.5,26803.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/Zeribar.Van.1963.html,
OLS_RAPLKNVwmJW,http://github.com/nickmckay/oxfordLakeStatus2Lipd,ZhangzangChaka.Qi.1981,ZhangzangChaka,Asia>Eastern Asia>China,32.5,82.33,6000,1981,"Qi, H., B. Cai and J. Yu,",The C-14 age and cycle of sedimentation of somesaline lakes in the Qinghai-Xizang Plateau. Kexue Tongbao 26 : 66-70,,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,2.3,negative,494.5,19933.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/ZhangzangChaka.Qi.1981.html,
S2LRonoRI4uIVU,sisal2lipd,Zhuliupingcave.Huang.2016,Zhuliuping cave,Asia>Eastern Asia>China,26.0167,104.095,1217,2016,,,,,,,10.1016/j.yqres.2016.05.001,,https://doi.org/10.17864/1947.256,,Speleothem,isotope,d18O,,,,"""It is therefore possible to interpret the stalagmite d18O as primarily reflecting the integrated intensity of the Asian summer monsoon (ASM), with negative d18O values reflecting a strong ASM, and positive values a weak ASM...stalagmite d18O generally reflects the broad regional scale of monsoonal circulation associated with summer precipitation"" (Huang et al., 2016)",d18OComposite,permil,,P,monsoon@surface,"7,8,9,10",summerOnly,-12.96999658,negative,4619.632,14659,7.2919708,0,0,TRUE,CH,"Slight differences in the details in the overlapping interval are most likely caused by dis- crepancies in the growth rates in different periods...Therefore, a linearly interpolated age model between the two age-controlling points is adopted for this overlapping section.",http://lipdverse.org/HoloceneHydroclimate/0_4_0/Zhuliupingcave.Huang.2016.html,
GHab77d673,matlab,Zhuyeze.Chen.2006,Zhuyeze,Asia>Eastern Asia>China,39.011,103.34,1320,2006,"Chen, Fa-Hu","Holocene environmental change inferred from a high-resolution pollen record, Lake Zhuyeze, arid China",The Holocene,675-684,5,16,10.1191/0959683606hl951rp,,Not Available,,LakeSediment,pollen,pollen,ratio,,,"""The total pollen concentration, a proxy of vegetation density in the drainage basin as a whole...Relatively low pollen concentrations and low percentages of PiceaPinus pollen indicate a dry climate during a weak summer monsoon, while high values indicate a wetter climate...The vegetation shifts were in response to change in effective moisture...The vegetation shifts were in response to change in effective moisture."" Chen et al., 2006)",PollenConc,grains/g,,P-E,monsoon@surface,"6,7,8,9",summerOnly,2.730515931,positive,40,11570,10,0,0,TRUE,CH,"Ages revsied to match figure on pub (add 10,000 to values after 10ka)",http://lipdverse.org/HoloceneHydroclimate/0_4_0/Zhuyeze.Chen.2006.html,
GHb76a109a,matlab,Zhuyeze.Chen.2006,Zhuyeze,Asia>Eastern Asia>China,39.011,103.34,1320,2006,"Chen, Fa-Hu","Holocene environmental change inferred from a high-resolution pollen record, Lake Zhuyeze, arid China",The Holocene,675-684,5,16,10.1191/0959683606hl951rp,,Not Available,,LakeSediment,pollen,pollen,single species,,,"""PiceaPinus percentages, a proxy for high-elevation forest variation...Relatively low pollen concentrations and low percentages of PiceaPinus pollen indicate a dry climate during a weak summer monsoon, while high values indicate a wetter climate.""",PiceaPinus,percent,,P-E,monsoon@surface,"6,7,8,9",summerOnly,18.03135907,positive,10,11560,10,0,0,TRUE,CH,Pass Age Control,http://lipdverse.org/HoloceneHydroclimate/0_4_0/Zhuyeze.Chen.2006.html,
