"","dataset","tsid","longitude","latitude","ipccReg","archive","proxy","Category","CategorySpec","minAge","maxAge","ageRange","ageRes","ageResPlus","season","climInterp","source","direction","ka_0.5","ka_4","ka_6","ka_8","ka_10","maxValAge","minValAge","ageCtrlN","ageCtrlMax","ageCtrlMedian"
"295","Hook.Winkler.1985c","OLS_RpZvDDmAq2c",-89.33,42.95,"ENA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,3590,"Annual","P-E","Oxford Lake Level Database","negative",2,2,3,2,2,5270.21428571429,6276.83333333333,NA,NA,NA
"296","Hopschensee.vanderKnaap.1997","lcRP11grEDTPmBg8KEk",8.0231,46.2525,"WCE","Lake","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,230,230,"Annual","P","Legacy Climate v1.0","positive",1065.5,997.5,1018.92,1016.525,862.433,410,11820,11,1580,690
"297","Hoqcave.VanRampelbergh.2013","S2LRAwkFTDejje",54.3543,12.5866,"ARS","Speleothem","d18O","Speleothem","Speleothem (δ18O)",0,5627.27,5627.27,7.84799999999996,7.84799999999996,"Winter","P","SISALv2","negative",-2.624,-2.989,-3.908,NA,NA,5385.71,1631.49,13,924,380
"298","Hoqcave.VanRampelbergh.2013","S2LRYaQyDMwILZ",54.3543,12.5866,"ARS","Speleothem","d13C","Speleothem","Speleothem (δ13C)",0,5627.27,5627.27,7.84799999999996,7.84799999999996,"Winter","P","SISALv2","negative",-8.043,-7.651,-8.203,NA,NA,1156.896,3688.92,13,924,380
"299","Hoqcave.VanRampelbergh.2013","S2LRDg1jlgbIn8",54.3543,12.5866,"ARS","Speleothem","d18O","Speleothem","Speleothem (δ18O)",0,4596.02,4596.02,10.6200000000001,10.6200000000001,"Winter","P","SISALv2","negative",-2.043,-2.615,NA,NA,NA,676.83,831.01,6,1103.02,654
"300","Hoqcave.VanRampelbergh.2013","S2LRpSzKt5ew3h",54.3543,12.5866,"ARS","Speleothem","d13C","Speleothem","Speleothem (δ13C)",0,4596.02,4596.02,10.6200000000001,10.6200000000001,"Winter","P","SISALv2","negative",-5.712,-5.702,NA,NA,NA,1287.67,45.08,6,1103.02,654
"301","Hovsgol.Chen.2008","GHae9e3b57",101.2,51,"ESB","LakeSediment","hybrid","Other","Other (Not Calibrated)",0,11000,11000,50,1200,"Annual","P-E","Mid-Latitude Holocene","positive",1,2.476,3,1.952,1,4875,6180,NA,NA,NA
"302","Huagapocave.Kanner.2013","S2LRBXVhP2hFuP",-75.79,-11.27,"NWS","Speleothem","d18O","Speleothem","Speleothem (δ18O)",0,7156.053928,7156.053928,5,5,"Summer","P","SISALv2","negative",-13.39,-12.945,-12.393,NA,NA,284,6447.456469,25,749,183
"303","HulunLake.Wen.2009","LPDc4757948",117.5,49.13,"ESB","LakeSediment","pollen","Pollen","Pollen (Calibrated)",0,11035,11035,73.2000000000007,73.2000000000007,"Annual","P","Other","positive",280.106,279.915,324.587,318.469,312.585,5380,688,13,1767,701.5
"304","HumberPond3.Weninger.1989","lcR3bIWhA552iIKLT1e",-79.48,43.64,"ENA","Lake","pollen","Pollen","Pollen (Calibrated)",0,4350,4350,65,70,"Annual","P","Legacy Climate v1.0","positive",867.656,893.142,NA,NA,NA,830,100,4,1980,430
"305","Hureckaslat.Svobodova.2002","lcR1ZBXuVhPXDI89DZT",13.3265,49.1532,"WCE","Peat","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,100,100,"Annual","P","Legacy Climate v1.0","positive",949.025,1167.321,849.089,856.65,747.433,4420,11540,6,2790,1800
"306","Iffigsee.Schworer.2015","lcRNGsv0Rdc2JExg4ck",7.4059,46.3868,"WCE","Lake","pollen","Pollen","Pollen (Calibrated)",0,11290,11290,50,50,"Annual","P","Legacy Climate v1.0","positive",1120.507,1175.425,1222.642,918.12,776.341,5820,10350,21,1270,445
"307","igelsjon..2003","GH2b67b601",13.7333,58.4667,"NEU","LakeSediment","d18O","Lake Sediment (δ18O)","Lake Sediment (δ18O)",55.422,11491.379,11435.957,54,54,"Annual","P-E","Arctic Holocene","negative",-9.135,-6.765,-6.998,-7.732,-10.373,11456.897,4464,14,1246,480.6895
"308","IrvinLake.Alwin.1982","lcRu5pCMYC2GUPBBzzd",-93.6436,47.1356,"CNA","Lake","pollen","Pollen","Pollen (Calibrated)",0,11790,11790,235,220,"Annual","P","Legacy Climate v1.0","positive",749.64,722.15,744.94,646.333,632.767,6550,11790,6,3380,1480
"309","Isle.Hickman.1981","OLS_RvAYM4Zh3Pk",-114.43,52.62,"NWN","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,2832.5,"Annual","P-E","Oxford Lake Level Database","negative",1,1,2,3,3,2683.9,9002.25,NA,NA,NA
"310","Issyk.Chen.2008","GH351bb75d",87.29,47.2,"WSB","LakeSediment","hybrid","Other","Other (Not Calibrated)",0,8000,8000,50,1450,"Annual","P-E","Mid-Latitude Holocene","positive",1.857,2,2.571,3.364,NA,6825,3254.23728813559,NA,NA,NA
"311","IzabalLake.Duarte.2021","WEB8ba52da4",-89.23,15.53,"SCA","LakeSediment","Ti","Other","Other (Not Calibrated)",0,9515.6,9515.6,6.80000000000018,6.80000000000018,"Annual","P","Other","negative",70542.949,102764.326,76266.025,59961.559,55961.5,9254.7,3545.2,10,1857,787
"312","Jaragucave.Novello.2017","S2LRmFyj5UzbmJ",-56.583,-21.083,"SES","Speleothem","d18O","Speleothem","Speleothem (δ18O)",0,12000,12000,3.49122807000003,3.49122807000003,"Summer","P","SISALv2","negative",-4.592,NA,-3.623,-3.805,-4.322,9564.35384615,1494.11764706,60,4075,61.5
"313","Jaslo.Harmata.1995","lcRRsJBLTTrGwZpaako",21.4667,49.7833,"WCE","River","pollen","Pollen","Pollen (Calibrated)",7440,12000,4560,190,190,"Annual","P","Legacy Climate v1.0","positive",NA,NA,NA,712.38,732.7,11410,7530,3,2440,920
"314","Jaunay.Joly.2006","lcR7lkJf5CzFuBWMTZH",-1.8922,46.6628,"WCE","Peat","pollen","Pollen","Pollen (Calibrated)",100,9370,9270,50,50,"Annual","P","Legacy Climate v1.0","positive",533.486,498,598.418,527.421,NA,6430,4320,7,3460,680
"315","JayLake.Ewing.2000","lcRJKbOXTRs7gaPoBqC",-89.2815,46.2343,"ENA","Lake","pollen","Pollen","Pollen (Calibrated)",20,10400,10380,350,350,"Annual","P","Legacy Climate v1.0","positive",852.26,797.25,774.95,764.567,772.86,1330,8750,6,3740,970
"316","Jeitacave.Cheng.2015","S2LRd51WDgJNht",35.65,33.95,"MED","Speleothem","d13C","Speleothem","Speleothem (δ13C)",372,12000,11628,5,5,"Annual","P-E","SISALv2","negative",-10.789,-10.137,-10.868,-11.047,-10.439,6588,1767,68,571,132
"317","Jiji.Bonnefille.2000","WEB1392075b-dup",29.67,-3.92,"SEAF","Peat","pollen","Pollen","Pollen (Calibrated)",609.5,11493.5,10884,190,187.5,"Annual","P","Other","positive",1168.32,1440.802,1423.347,1439.975,1496.19,9503.5,1059.5,8,2920,785
"318","JinfoCave.Yang.2019","WEB-4c2d3-dbbf-44eb-a641-c92f6",107.1792,29.0168,"EAS","Speleothem","d18O","Speleothem","Speleothem (δ18O)",973.5,11627.53,10654.03,50.1700000000001,50.1700000000001,"Summer","P","Other","negative",-6.44,-7.245,-8.111,-8.371,NA,6796.13,11500.6,5,2966,2085.25
"319","JinfoCave.Yang.2019","WEB-a98b0-e407-481c-8a60-4ca86",107.1792,29.0168,"EAS","Speleothem","d18O","Speleothem","Speleothem (δ18O)",261.2,10500.65,10239.45,14,14,"Summer","P","Other","negative",-7.347,-8.088,-8.875,-9.167,-8.749,7567.9,732.09,24,1401,172
"320","JingboLake.Li.2011","lcRS3drKNxjECOBHubn",109.5,39.5,"ECA","Lake","pollen","Pollen","Pollen (Calibrated)",0,9510,9510,40,40,"Annual","P","Legacy Climate v1.0","positive",695.491,714.886,704.533,743.696,729.1,8560,1480,7,2990,1060
"321","Jiuxiancave.Cai.2010","S2LRCb8IVUAAAd",109.1,33.5667,"EAS","Speleothem","d18O","Speleothem","Speleothem (δ18O)",0,11952,11952,5,5,"Summer","P","SISALv2","negative",-8.886,-9.703,-10.182,-10.465,-10.074,3010,2875,30,1770,165
"322","Jones.Shapley.2009","GH81e53153",-113.14,47.05,"WNA","LakeSediment","d18O","Lake Sediment (δ18O)","Lake Sediment (δ18O)",0,12000,12000,15,15,"Annual","P-E","Other","negative",-6.448,-6.278,-5.619,-5.493,-5.49,10832.8,9497.67,7,2685,1571.5
"323","JonesLake.Teed.2009","lcRCHngCXxJyC7boD1V",-99.2891,49.4502,"CNA","Lake","pollen","Pollen","Pollen (Calibrated)",0,11290,11290,70,70,"Annual","P","Legacy Climate v1.0","positive",549.725,519.514,494.96,490.338,558.3,1080,7770,25,2020,45
"324","Karacacave.Rowe.2012","S2LRqRNA3Q5i5b",39.4029,40.5443,"MED","Speleothem","d18O","Speleothem","Speleothem (δ18O)",5904.38,12000,6095.62,113.699999999999,113.699999999999,"Winter","P","SISALv2","negative",NA,NA,-10.694,-11.657,-12.035,11759.6,6434.175,5,3169,560
"325","Karakul. Heinecke.2017","WEBc6ac156d",73.5327,39.0176,"WCA","LakeSediment","PCA","Other","Other (Not Calibrated)",70.6,11615.5,11544.9,141.7,141.65,"Annual","P-E","Other","positive",-0.344,-0.247,-0.044,1.233,NA,8080.3,3777.5,7,4085.5,1152.5
"326","KaraseLake.Tarasov.1995","lcREJxJv4v4Xe4w8NHU",75.4,49.37,"WSB","Lake","pollen","Pollen","Pollen (Calibrated)",0,6280,6280,150,150,"Annual","P","Legacy Climate v1.0","positive",430.45,436.183,433,NA,NA,5380,2160,6,2020,700
"327","KarasyeLake.Tarasov.1994","lcR8mj67gLS492AwE9G",70.22,53.03,"WSB","Lake","pollen","Pollen","Pollen (Calibrated)",0,6200,6200,140,140,"Annual","P","Legacy Climate v1.0","positive",430.48,436.086,432.86,NA,NA,5420,2380,7,1350,760
"328","KatalekhorCave.Andrews.2020","WEB866a88a0",48.16,35.85,"WCA","Speleothem","d18O","Speleothem","Speleothem (δ18O)",24,9365,9341,31,32,"Winter","P","Other","negative",-7.995,-8.164,-9.21,-9.884,NA,8353,1138,18,1270,310
"329","KatalekhorCave.Andrews.2020","WEB1e4cc3cd",48.16,35.85,"WCA","Speleothem","d13C","Speleothem","Speleothem (δ13C)",24,9365,9341,31,30,"Annual","P-E","Other","negative",-4.908,-3.817,-3.381,-3.273,NA,489,9365,18,1270,310
"330","KayakskoyeZaimitschye.Anderson.2002","lcRJSh0UMEWySvvTehJ",81,55,"WSB","Peat","pollen","Pollen","Pollen (Calibrated)",70,6980,6910,170,160,"Annual","P","Legacy Climate v1.0","positive",411.386,420.575,403.35,NA,NA,4560,2960,5,2310,1090
"331","Kedarnath.Bhattacharya.2021","WEBe0d4cba7",79.07,30.73,"TIB","Peat","ACL","Other","Other (Not Calibrated)",369.6,7515.5,7145.9,109.1,109.1,"Annual","P-E","Other","negative",28.933,27.722,27.2,25.9,NA,7515.5,933.25,NA,NA,NA
"332","Keilambete.Bowler.1970","OLS_Rwm0onKGDHv",142.87,-38.04,"SAU","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,3155,"Annual","P-E","Oxford Lake Level Database","negative",2,2,1,1,2,7328.5,4819.5,NA,NA,NA
"333","KendegelukolLake.Blyakharchuk.2004","lcRKnkmvI3WSopJhUG5",137.05,50,"RFE","Lake","pollen","Pollen","Pollen (Calibrated)",0,11890,11890,310,330,"Annual","P","Legacy Climate v1.0","positive",415.35,426.767,417.567,438.95,417.9,7930,11090,6,3250,1470
"334","Kesangcave.Cheng.2016","S2LRPxXg9IPqUc",81.75,42.87,"ECA","Speleothem","d13C","Speleothem","Speleothem (δ13C)",5,9890,9885,30,30,"Annual","P-E","SISALv2","negative",-5.413,-7.479,-6.825,-6.459,-5.412,3054,2612,40,1318,119
"335","KettleHole.Collins.1968","OLS_Ro4FH6vkuLB",-95,43,"CNA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,2260,"Annual","P-E","Oxford Lake Level Database","negative",3,3,3,2,3,7846,5003.75,NA,NA,NA
"336","Kinnshaugen.Birks.2012","lcRuxGlk7M2jIBZRVX9",10.3593,61.1086,"NEU","Lake","pollen","Pollen","Pollen (Calibrated)",0,10750,10750,160,160,"Annual","P","Legacy Climate v1.0","positive",708.1,538.94,540.583,549.24,796.262,10280,4070,8,2370,1360
"337","Kirchner.Brugam.1980","OLS_Rcoxn5kpPMy",-92.77,44.83,"CNA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,2260,"Annual","P-E","Oxford Lake Level Database","negative",2,2,2,3,2,5003.75,7846,NA,NA,NA
"338","KirmanLake.MacDonald.2016","LPD41437034",-119.4997,38.34,"WNA","LakeSediment","diatom","Shoreline","Shoreline (Lake Level)",0,8892,8892,27,27,"Annual","P-E","Other","positive",5.831,4.118,4.167,7.131,NA,8539,4306,8,2795,880
"339","KirmanLake.MacDonald.2016","LPD912708fe",-119.4997,38.34,"WNA","LakeSediment","diatom","Other","Other (Not Calibrated)",0,8892,8892,27,27,"Annual","P-E","Other","negative",91.405,118.131,109.765,100.867,NA,231,8714,8,2795,880
"340","KiteLake.JimenezMoreno.2012","WEB3b8af65c",-106.1298,39.3295,"WNA","LakeSediment","pollen","Pollen","Pollen (Not Calibrated)",0,12000,12000,48,47.9820000000002,"Winter","P-E","Other","positive",0.577,0.209,0.097,0,0.093,265.308,4983.08795,13,2170,415
"341","Kivu.Olsson.1959","OLS_R4Ijw8OPsjM",29,-2,"SEAF","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,4699.5,"Annual","P-E","Oxford Lake Level Database","negative",1,2,1,1,1,6170,3181,NA,NA,NA
"342","KlangCave.Chawchai.2021","WEB0deda0eb",98.733,8.3333,"SEA","Speleothem","d18O","Speleothem","Speleothem (δ18O)",83,11230,11147,4,4,"Annual","P","Other","negative",-3.661,NA,-5.137,-6.198,-6.661,10239,171,NA,NA,NA
"343","KNI-51.Denniston.2013","S2LRhTtQNZMrVu",128.62,-15.3,"NAU","Speleothem","d18O","Speleothem","Speleothem (δ18O)",0,12000,12000,3,3,"Summer","P","SISALv2","negative",-7.848,-8.728,-9.485,-9.033,-8.21,4117,2087,84,1537,48
"344","KnobHillPond.Oswald.2018","lcR7PMjhhOCIJBCqpWw",-72.373,44.3603,"ENA","Lake","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,70,70,"Annual","P","Legacy Climate v1.0","positive",1087.65,1136.425,1131.475,1022.236,884.133,5750,10940,13,3310,600
"345","KomaritsaPeatExposure.Anderson.2002","lcR2i3W5G42BwI55d4z",69,57.5,"WSB","Peat","pollen","Pollen","Pollen (Calibrated)",110,10520,10410,280,280,"Annual","P","Legacy Climate v1.0","positive",597.95,605.45,677.25,511.65,596.633,5750,8840,10,1760,880
"346","kortlanda..2008","GHf3b09a00",12.2883,59.85,"NEU","Peat","humification","Other","Other (Not Calibrated)",226,9759,9533,42,42,"Annual","P-E","Arctic Holocene","negative",0.204,-0.041,-0.142,0.411,-0.526,1668,2932,NA,NA,NA
"347","Kotumsarcave.Kaushal.2018","S2LRzUOF7LRvIn",82,19,"SAS","Speleothem","d18O","Speleothem","Speleothem (δ18O)",2145,8583.8019,6438.8019,1.75550000000021,1.75440000000026,"Summer","P","SISALv2","negative",NA,NA,-4.542,-4.632,NA,2652,3333,10,2408,166
"348","KotyrkolPeatBog.Tarasov.1992","lcR24ksEG9b6zeB53ZK",70.3804,52.9622,"WSB","Peat","pollen","Pollen","Pollen (Calibrated)",0,4800,4800,200,200,"Annual","P","Legacy Climate v1.0","positive",417.18,413.017,NA,NA,NA,4360,4140,7,1040,720
"349","KoycegizGolu.vanZeist.1975","lcRY9JluMsRhPsnGrPq",28.6417,36.875,"MED","Lake","pollen","Pollen","Pollen (Calibrated)",0,5210,5210,90,90,"Annual","P","Legacy Climate v1.0","positive",659.736,482.775,NA,NA,NA,920,4280,2,2760,1940
"350","KR02.Peros.2008","PYT4D9VTHOK",-113.78,71.34,"NWN","LakeSediment","pollen","Pollen","Pollen (Calibrated)",0,10101.5,10101.5,158.45,158.450000000001,"Annual","P","Arctic Holocene","positive",137.68,138.789,142.691,143.238,140.95,1668.22,1984.28,NA,NA,NA
"351","Kuruyange.Bonnefille.2000","WEBb6841ae1",29.68,-3.58,"SEAF","Peat","pollen","Pollen","Pollen (Calibrated)",599.5,12000,11400.5,135,135,"Annual","P","Other","positive",1324,1507.667,1426.429,1476.846,1497.5,3628.5,599.5,8,2155,1282.5
"352","Kuruyange.Bonnefille.2000","WEB4fba7605",29.68,-3.58,"SEAF","Peat","pollen","Pollen","Pollen (Calibrated)",184.5,12000,11815.5,122.5,122.5,"Annual","P","Other","positive",1563.667,1454.647,1459.75,1467.143,1453.5,1369.5,3543.5,10,2300,1195
"353","Labskydul.Engel.2010","lcRiW7mrxVo28FuA6iC",15.5523,50.7624,"WCE","Lake","pollen","Pollen","Pollen (Calibrated)",860,12000,11140,150,145,"Annual","P","Legacy Climate v1.0","positive",881.9,963.85,883.16,844.257,709.244,2170,10360,16,1750,460
"354","LacaLeonard.Labelle.1984","lcRn8pfW2aOkGuGkhHo",-65.8128,49.2078,"ENA","Lake","pollen","Pollen","Pollen (Calibrated)",430,11080,10650,250,250,"Annual","P","Legacy Climate v1.0","positive",801.55,999,924.925,920.875,765.825,4360,11080,5,2870,1815
"355","LacaSam.author.1111","lcRxEJjleCcL9BE7yhk",-72.9789,46.6542,"ENA","Lake","pollen","Pollen","Pollen (Calibrated)",260,11430,11170,170,170,"Annual","P","Legacy Climate v1.0","positive",1002.65,965.617,974.75,852.967,801.143,3090,11060,6,3230,1700
"356","LacauxQuenouilles.Savoie.1979","lcRqZ63xorXscRkaQkU",-74.3958,46.1719,"ENA","Lake","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,280,280,"Annual","P","Legacy Climate v1.0","positive",978.98,982.475,945.55,953.7,833.633,1280,11870,6,2860,2430
"357","LacBastien.Bennett.1987","lcRZEIQ110W378d9TOj",-78.9167,46.4,"ENA","Lake","pollen","Pollen","Pollen (Calibrated)",0,10680,10680,160,160,"Annual","P","Legacy Climate v1.0","positive",877.2,844.16,813.167,771.763,786.475,1420,7460,5,2470,2125
"358","LacCaribou.Jette.1992","lcRdtSl7jfYKWCM0SIH",-64.94,48.1978,"ENA","Lake","pollen","Pollen","Pollen (Calibrated)",30,12000,11970,340,340,"Annual","P","Legacy Climate v1.0","positive",1079.6,1021.6,1012.7,975.3,823.267,1620,11940,6,2630,1840
"359","LacColin.Mott.1977Legacy","lcR3VLvepAl8jPQ0Jap",-70.3,46.7167,"ENA","Lake","pollen","Pollen","Pollen (Calibrated)",80,12000,11920,260,260,"Annual","P","Legacy Climate v1.0","positive",1040.933,1009.833,963.74,922.72,863.8,1190,10300,7,2540,1405
"360","LacdeBretaye.Thole.2016","lcRTAPYumbvCzcHXAOG",7.0721,46.326,"WCE","Lake","pollen","Pollen","Pollen (Calibrated)",0,11630,11630,90,90,"Annual","P","Legacy Climate v1.0","positive",1176.95,1274.056,1317.55,952.9,807.38,5350,11540,10,2020,1170
"361","LacdePraver.Nakagawa.1998","lcRUGwWEexWpwOLUlSO",5.8564,45.0736,"WCE","Lake","pollen","Pollen","Pollen (Calibrated)",0,8120,8120,85,80,"Annual","P","Legacy Climate v1.0","positive",1152.76,1272.842,1416.482,1351.314,NA,6310,1220,7,3150,760
"362","LacdesGrenouilles.Finsinger.2020","lcRKSi9CEIDrCS6N9y5",7.4836,44.0983,"MED","Lake","pollen","Pollen","Pollen (Calibrated)",2980,11200,8220,75,80,"Annual","P","Legacy Climate v1.0","positive",NA,1040.971,998.153,827.288,737.04,3930,10180,10,1790,560
"363","LacdesPluviers.Payette.1993","pdRQF0zAqzO4AmBeGOQ",-76.08,57.73,"NEN","LakeSediment","lakeLevel","Shoreline","Shoreline (Lake Level)",0,6067,6067,649,663.5,"Annual","P-E","Liefert and Shuman, 2020","positive",-0.2,-0.43,-0.9,NA,NA,2746,5252,NA,NA,NA
"364","LacdesRochesMoutonnees.McAndrews.1977","lcRxypeAN6trKSWT7tq",-64.8167,56.7667,"NEN","Lake","pollen","Pollen","Pollen (Calibrated)",0,4860,4860,140,145,"Annual","P","Legacy Climate v1.0","positive",747.6,727.686,NA,NA,NA,1770,4860,4,2260,780
"365","LacduLauzon.Argant.2000","lcROpAQxk5Ao0bN7OYy",5.7933,44.6753,"MED","Lake","pollen","Pollen","Pollen (Calibrated)",740,7920,7180,100,100,"Annual","P","Legacy Climate v1.0","positive",1133.7,1184.389,1302.73,1270.3,NA,6880,1660,4,2520,1900
"366","LacFaribault.Richard.1981","lcRbxTYXmaIHDE2ZQHZ",-71.7169,58.8669,"NEN","Lake","pollen","Pollen","Pollen (Calibrated)",0,6520,6520,140,140,"Annual","P","Legacy Climate v1.0","positive",573.05,589.957,502.6,NA,NA,4700,6310,3,2460,1860
"367","LacHertel.Muller.2003","pdRACANKQ7mf1qmSdRS",-73.15,45.55,"ENA","LakeSediment","lakeLevel","Shoreline","Shoreline (Lake Level)",175,11000,10825,580,1000,"Annual","P-E","Liefert and Shuman, 2020","positive",3,1,2,2.333,0,4355.625,9940,NA,NA,NA
"368","LacPetel.King.1986Legacy","lcR4Qzw6lCy4TeiU8MG",-66.2667,50.55,"NEN","Lake","pollen","Pollen","Pollen (Calibrated)",0,8730,8730,260,270,"Annual","P","Legacy Climate v1.0","positive",991.3,974.1,941.533,895.84,NA,1640,8590,5,2470,1555
"369","LacSuperieurdeFully.Finsinger.2007","lcRb4cZaToq9bd0pTUO",7.0936,46.1767,"WCE","Lake","pollen","Pollen","Pollen (Calibrated)",0,10920,10920,160,160,"Annual","P","Legacy Climate v1.0","positive",1178.6,1164.25,1109.225,841.514,846.6,4500,8310,7,3280,1105
"370","LagoPuertoArturo.Wahl.2014","WEBd1a317bc",-90.183,17.533,"SCA","LakeSediment","d18O","Lake Sediment (δ18O)","Lake Sediment (δ18O)",443,8710,8267,31,31,"Annual","P-E","Other","negative",0.369,1.703,1.047,1.568,NA,1665,1756,9,2590,478.5
"371","LagoRogaguado_LR400.Brugger.2016","WEB4362aee7",-65.9486,-13.0508,"SAM","LakeSediment","C/N","Other","Other (Not Calibrated)",0,8104,8104,134,127.5,"Annual","P-E","Other","negative",6.302,7.495,12.641,15.835,NA,606,7025,NA,NA,NA
"372","LagoUmayo.Baker.2009","WEB3a01bea5",-70.1,-15.44,"SAM","LakeSediment","d18O","Lake Sediment (δ18O)","Lake Sediment (δ18O)",127,6656,6529,7,7,"Annual","P","Other","positive",619.687,650.485,567.388,NA,NA,3436,5817,1,6529,6529
"373","LagunaDeAljojuca.Bhattacharya.2015","LPD5627de74",-97.5338,19.0915,"SCA","LakeSediment","d18O","Lake Sediment (δ18O)","Lake Sediment (δ18O)",0,4139.7,4139.7,13.1000000000001,13.1000000000001,"Annual","P-E","Other","negative",-6.026,-6,NA,NA,NA,2441,1147.8,10,1809.7,135
"374","LagunaDeJuanacatlan.Jones.2015","LPD91196716",-104.7364,20.6293,"NCA","LakeSediment","Ti","Other","Other (Not Calibrated)",50,5823,5773,1,1,"Annual","P","Other","positive",0.011,0.008,0.008,NA,NA,3893.5,1360,22,768,194
"375","LagunaDelMaule.FrugoneAlvarez.2020","WEB-49d07-0b65-4966-88d1-10bad",-70.5,-36.04,"SWS","LakeSediment","pollen","Pollen","Pollen (Not Calibrated)",0,12000,12000,119.8,119.5,"Annual","P-E","Other","positive",0.861,0.662,0.321,0.534,0.554,533.2,6547.2,8,3504,769.5
"376","LagunadeUbaque.Bird.2017","WEB5699be91",-73.935,4.499,"NWS","LakeSediment","particle size","Other","Other (Not Calibrated)",0,4653.5,4653.5,9,9,"Annual","P","Other","positive",48.462,43.016,NA,NA,NA,2248,3606,9,640,500
"377","LagunadeUbaque.Bird.2017","WEBfdaf6c10",-73.935,4.499,"NWS","LakeSediment","C/N","Other","Other (Not Calibrated)",0,4653.5,4653.5,9,10,"Annual","P-E","Other","negative",12.863,17.547,NA,NA,NA,2359,4653.5,9,640,500
"378","LagunaLaGaiba.Fornace.2016","WEBeab5d1e0",-57.72,-17.77,"SAM","LakeSediment","d13Cwax","Other","Other (Not Calibrated)",0,12000,12000,200,550,"Annual","P-E","Other","negative",-31,NA,-23.4,-25.7,-27.3,0,6400,NA,NA,NA
"379","LagunaMandiore.Mayle.2019","WEBed535db2",-57.5627,-18.0918,"SAM","LakeSediment","pollen","Pollen","Pollen (Not Calibrated)",0,8828,8828,293,289,"Annual","P-E","Other","negative",3.333,2.05,6.525,1.4,NA,8181,6618,NA,NA,NA
"380","LagunaPumacocha.Bird.2011","WEB98bf1888",-76.0605,-10.7002,"NWS","LakeSediment","d18O","Lake Sediment (δ18O)","Lake Sediment (δ18O)",0,11142.38,11142.38,2.16499999999999,2.34500000000003,"Summer","P","Other","negative",-13.655,-12.734,-11.916,-11.491,-10.679,310.04,9790.5,17,2940,315
"381","LaiNairSchulsTarasp.Welten.1982","lcRMHuDYr4ooGY4YFQN",10.2778,46.7761,"WCE","Lake","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,140,135,"Annual","P","Legacy Climate v1.0","positive",1182.138,1178.55,1151.533,1268.6,938.975,1210,11250,7,3520,1170
